user_id,country,registered_at,kyc_verified,typical_deposit_amt,typical_trade_volume,typical_lot_size,typical_session_duration,trades_per_day,preferred_instrument,ips,devices,fingerprint,is_anomalous,anomaly_labels
U0330,TO,2022-04-30,False,3207.99,7420.54,1.97,15.37,1.0,AUD/USD,44.187.202.206|104.62.186.88|201.236.240.123,device_1159,"{'browser': 'Chrome', 'os': 'Android', 'screen_res': '2560x1440', 'timezone': 'UTC-5'}",False,
U0331,LA,2023-09-14,True,274.69,10228.49,0.18,17.25,3.0,AUD/USD,27.16.107.164,device_182|device_688|device_915,"{'browser': 'Chrome', 'os': 'Linux', 'screen_res': '2560x1440', 'timezone': 'UTC+3'}",False,
U0332,FM,2023-09-24,True,8587.49,14397.58,1.31,26.06,1.0,GBP/USD,117.105.62.14|59.94.212.118|213.56.173.241,device_99,"{'browser': 'Edge', 'os': 'Android', 'screen_res': '1280x720', 'timezone': 'UTC+2'}",False,
U0333,ER,2022-10-05,True,396.25,3850.62,1.17,12.08,2.0,NZD/USD,187.105.59.168|144.27.77.80,device_769|device_208|device_982,"{'browser': 'Opera', 'os': 'MacOS', 'screen_res': '2560x1440', 'timezone': 'UTC-8'}",False,
U0334,CR,2023-09-18,True,2244.53,5286.98,0.89,14.69,2.0,EUR/USD,168.59.26.193|77.235.41.99,device_653,"{'browser': 'Safari', 'os': 'Windows', 'screen_res': '1920x1080', 'timezone': 'UTC-5'}",False,
U0335,IN,2023-06-11,True,1493.23,25969.66,3.43,25.07,2.0,USD/JPY,105.184.84.131|49.55.240.42|50.109.163.166,device_1121,"{'browser': 'Chrome', 'os': 'Linux', 'screen_res': '3840x2160', 'timezone': 'UTC+9'}",True,deposit_and_flee
U0336,MH,2022-07-26,True,4212.98,28848.5,0.86,48.59,3.0,NZD/USD,201.31.109.129|221.146.125.144|195.181.222.55,device_890,"{'browser': 'Firefox', 'os': 'Windows', 'screen_res': '1920x1080', 'timezone': 'UTC-5'}",False,
U0337,CH,2023-05-06,True,809.75,8140.54,2.0,29.53,2.0,NZD/USD,8.146.34.41|41.11.181.153|160.119.194.42,device_1107|device_544|device_577,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC+0'}",False,
U0338,CR,2022-10-26,True,592.46,376580.46,0.07,38.55,1.0,USD/CAD,18.177.250.208|147.248.77.194,device_739,"{'browser': 'Chrome', 'os': 'Android', 'screen_res': '1920x1080', 'timezone': 'UTC+5:30'}",True,ip_hub
U0339,SL,2022-01-24,True,563.85,15591.19,1.62,10.64,3.0,USD/CAD,192.60.205.218,device_53,"{'browser': 'Firefox', 'os': 'MacOS', 'screen_res': '1366x768', 'timezone': 'UTC+1'}",False,
U0340,MW,2022-08-05,True,1813.49,19959.98,2.84,27.51,3.0,USD/CHF,69.254.243.103|48.84.177.162,device_1002|device_543,"{'browser': 'Chrome', 'os': 'iOS', 'screen_res': '1280x720', 'timezone': 'UTC+2'}",False,
U0341,KM,2022-11-18,True,5174.54,1920.74,1.21,35.07,4.0,AUD/USD,201.243.255.27,device_92|device_540,"{'browser': 'Edge', 'os': 'Android', 'screen_res': '1366x768', 'timezone': 'UTC+3'}",False,
U0342,LA,2023-03-02,True,990.65,15209.32,0.23,16.38,1.0,USD/JPY,24.66.130.166|124.85.198.70|223.52.139.116,device_199|device_176|device_705,"{'browser': 'Opera', 'os': 'Android', 'screen_res': '3840x2160', 'timezone': 'UTC+3'}",False,
U0343,AU,2022-05-15,False,361.82,41408.11,0.18,26.55,4.0,NZD/USD,47.45.253.57|203.148.186.53|187.87.128.99,device_1097|device_973,"{'browser': 'Opera', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+5:30'}",False,
U0344,IL,2023-09-13,True,329.93,55987.03,1.93,10.27,2.0,EUR/USD,8.202.246.73|141.224.182.10|104.178.175.181,device_1059|device_1171|device_302,"{'browser': 'Chrome', 'os': 'Android', 'screen_res': '2560x1440', 'timezone': 'UTC+2'}",True,device_mismatch
U0345,TL,2023-04-30,True,409.7,2793.29,2.16,36.69,1.0,USD/JPY,21.73.3.28,device_161|device_892,"{'browser': 'Firefox', 'os': 'MacOS', 'screen_res': '3840x2160', 'timezone': 'UTC+5:30'}",False,
U0346,BI,2023-01-09,True,385.92,5545.25,2.8,20.56,0.1,GBP/USD,93.86.74.194,device_1140|device_814,"{'browser': 'Opera', 'os': 'Linux', 'screen_res': '1366x768', 'timezone': 'UTC+8'}",False,
U0347,GE,2022-08-20,True,1883.14,12624.18,1.65,21.02,5.0,EUR/USD,150.54.229.71|73.15.125.29|17.129.60.108,device_1071|device_860|device_231,"{'browser': 'Edge', 'os': 'MacOS', 'screen_res': '2560x1440', 'timezone': 'UTC+9'}",False,
U0348,BO,2022-04-09,True,2521.14,29369.21,1.57,11.86,3.0,GBP/USD,220.138.89.229,device_207|device_586|device_1097,"{'browser': 'Safari', 'os': 'Android', 'screen_res': '1366x768', 'timezone': 'UTC-6'}",False,
U0349,MK,2022-01-31,True,838.41,12064.42,1.58,57.25,5.0,USD/CAD,196.235.44.133,device_565,"{'browser': 'Edge', 'os': 'MacOS', 'screen_res': '3840x2160', 'timezone': 'UTC+9'}",False,
U0350,BA,2022-01-04,True,1286.11,17896.78,0.95,14.06,4.0,EUR/USD,150.102.252.176|187.58.30.47,device_487|device_101,"{'browser': 'Edge', 'os': 'Linux', 'screen_res': '1366x768', 'timezone': 'UTC+0'}",False,
U0351,SV,2022-12-22,True,5917.12,2118.48,2.27,36.96,0.1,USD/CHF,12.153.69.156|200.33.6.187,device_1007|device_202,"{'browser': 'Firefox', 'os': 'MacOS', 'screen_res': '1366x768', 'timezone': 'UTC-8'}",True,latency_arbitrage
U0352,BZ,2023-01-08,True,9410.42,13128.98,0.56,78.36,2.0,NZD/USD,77.30.202.71|218.29.89.132|200.141.152.187,device_183|device_385|device_905,"{'browser': 'Firefox', 'os': 'Android', 'screen_res': '1280x720', 'timezone': 'UTC+8'}",True,collusion_ring
U0353,GN,2022-11-15,True,1101.1,11295.67,0.23,33.17,2.0,USD/JPY,190.233.108.37,device_1038|device_827,"{'browser': 'Firefox', 'os': 'iOS', 'screen_res': '3840x2160', 'timezone': 'UTC+0'}",True,structuring
U0354,DM,2023-06-08,True,6060.68,26255.37,1.88,26.78,1.0,XAU/USD,57.177.199.152,device_68,"{'browser': 'Edge', 'os': 'Windows', 'screen_res': '1366x768', 'timezone': 'UTC+3'}",False,
U0355,CA,2023-02-25,True,2026.27,9054.0,1.31,22.55,1.0,USD/CAD,45.3.133.105|171.106.209.24|54.169.196.166,device_254|device_63,"{'browser': 'Firefox', 'os': 'Linux', 'screen_res': '1280x720', 'timezone': 'UTC+9'}",False,
U0356,LB,2022-09-02,True,1010.96,754.67,0.59,10.71,2.0,USD/CAD,79.196.23.86|46.48.246.11|219.35.2.56,device_717|device_706|device_335,"{'browser': 'Safari', 'os': 'Windows', 'screen_res': '1366x768', 'timezone': 'UTC+0'}",False,
U0357,SV,2022-11-02,False,2175.43,3094.46,1.21,27.34,0.1,XAU/USD,61.55.230.28,device_462|device_424|device_552,"{'browser': 'Edge', 'os': 'iOS', 'screen_res': '1920x1080', 'timezone': 'UTC+0'}",False,
U0358,HT,2022-08-04,True,621.37,102343.52,0.77,22.53,1.0,USD/JPY,142.69.221.98|146.8.221.146|115.85.93.123,device_459,"{'browser': 'Safari', 'os': 'iOS', 'screen_res': '1366x768', 'timezone': 'UTC+5:30'}",False,
U0359,TZ,2022-09-25,True,482.4,6323.83,0.57,21.29,4.0,AUD/USD,172.116.204.220|198.197.196.79,device_447|device_956,"{'browser': 'Safari', 'os': 'iOS', 'screen_res': '3840x2160', 'timezone': 'UTC-6'}",True,latency_arbitrage
U0360,CA,2022-04-13,True,558.94,3278.29,2.17,19.83,1.0,AUD/USD,129.116.57.255|185.152.45.19|108.255.118.148,device_579|device_612|device_222,"{'browser': 'Edge', 'os': 'Windows', 'screen_res': '1366x768', 'timezone': 'UTC+5:30'}",False,
U0361,BH,2022-02-15,True,579.31,2104.88,0.64,32.32,1.0,USD/CHF,196.98.194.45|89.192.197.217,device_612|device_386|device_308,"{'browser': 'Opera', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC+9'}",False,
U0362,FJ,2022-10-15,True,132.97,8771.1,0.81,30.4,1.0,USD/JPY,152.43.29.56|108.39.105.245|156.223.146.115,device_1019,"{'browser': 'Safari', 'os': 'Linux', 'screen_res': '1280x720', 'timezone': 'UTC-6'}",True,collusion_ring
U0363,AE,2022-10-31,True,340.59,2915.51,0.38,25.57,1.0,XAU/USD,192.237.88.108|152.73.240.191,device_456|device_1095|device_975,"{'browser': 'Safari', 'os': 'iOS', 'screen_res': '1366x768', 'timezone': 'UTC+2'}",False,
U0364,LS,2022-01-28,True,297.54,15731.12,2.29,40.0,5.0,USD/JPY,81.224.160.69|67.129.254.70,device_965,"{'browser': 'Firefox', 'os': 'Linux', 'screen_res': '3840x2160', 'timezone': 'UTC+2'}",False,
U0365,AE,2022-01-05,True,7136.42,6866.07,0.87,19.2,1.0,GBP/USD,55.190.185.100,device_458|device_629,"{'browser': 'Edge', 'os': 'Linux', 'screen_res': '1366x768', 'timezone': 'UTC+5:30'}",True,collusion_ring
U0366,AO,2022-04-12,True,3426.89,5993.79,0.57,32.58,1.0,GBP/USD,173.172.250.71|44.130.193.233,device_1196,"{'browser': 'Opera', 'os': 'iOS', 'screen_res': '1920x1080', 'timezone': 'UTC-8'}",True,brute_force_login
U0367,NG,2023-05-17,True,745.22,11655.78,5.71,3.77,1.0,NZD/USD,147.153.178.151|87.14.82.146|191.182.63.131,device_847|device_111,"{'browser': 'Firefox', 'os': 'MacOS', 'screen_res': '2560x1440', 'timezone': 'UTC-5'}",False,
U0368,EG,2022-10-09,True,2836.06,1808.47,0.35,15.3,4.0,USD/CAD,87.61.65.26,device_370|device_166,"{'browser': 'Edge', 'os': 'Linux', 'screen_res': '2560x1440', 'timezone': 'UTC-5'}",False,
U0369,RO,2022-02-21,False,4187.06,4345.12,0.56,52.9,1.0,USD/CAD,103.206.219.150|56.92.15.87,device_346,"{'browser': 'Opera', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+1'}",False,
U0370,UA,2023-07-23,True,1357.66,2226.41,1.33,20.93,0.1,NZD/USD,200.2.41.212|158.128.208.51,device_978|device_786,"{'browser': 'Chrome', 'os': 'Windows', 'screen_res': '3840x2160', 'timezone': 'UTC+3'}",True,deposit_and_flee
U0371,UG,2022-11-15,True,1518.99,10956.35,1.3,23.57,0.1,AUD/USD,223.66.55.252|85.163.228.87|27.158.42.73,device_37,"{'browser': 'Chrome', 'os': 'MacOS', 'screen_res': '2560x1440', 'timezone': 'UTC-5'}",False,
U0372,GA,2023-01-17,True,298.19,6713.44,0.34,15.9,3.0,NZD/USD,54.39.249.82|58.208.111.46|11.31.10.22,device_627|device_343|device_134,"{'browser': 'Chrome', 'os': 'Linux', 'screen_res': '1366x768', 'timezone': 'UTC-8'}",False,
U0373,MG,2022-06-18,True,53.4,9849.22,0.55,59.04,0.1,AUD/USD,113.22.127.104|119.51.66.173,device_275|device_702|device_1004,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '2560x1440', 'timezone': 'UTC-6'}",True,collusion_ring
U0374,UY,2023-11-13,True,567.19,7309.54,0.27,26.38,0.1,USD/JPY,159.146.157.202,device_45|device_1034|device_347,"{'browser': 'Chrome', 'os': 'Linux', 'screen_res': '1920x1080', 'timezone': 'UTC-6'}",True,bot_session
U0375,SR,2022-02-15,True,2908.54,500.0,3.36,25.2,0.1,EUR/USD,86.62.185.128|132.62.49.120,device_222,"{'browser': 'Chrome', 'os': 'Windows', 'screen_res': '1920x1080', 'timezone': 'UTC-6'}",True,ip_hub
U0376,GM,2022-09-04,True,687.69,15705.83,1.17,13.2,2.0,USD/CHF,26.228.55.154|133.6.25.241,device_314|device_421|device_20,"{'browser': 'Safari', 'os': 'Android', 'screen_res': '1920x1080', 'timezone': 'UTC+8'}",False,
U0377,BH,2023-03-01,True,608.58,19167.39,1.28,40.09,1.0,USD/JPY,106.26.6.125|84.244.201.196,device_1048,"{'browser': 'Opera', 'os': 'Windows', 'screen_res': '1366x768', 'timezone': 'UTC+1'}",False,
U0378,LC,2023-08-16,True,8378.88,500.0,1.02,56.26,1.0,XAU/USD,106.63.207.247|180.221.90.203,device_414|device_734|device_840,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC+8'}",True,dormant_withdrawal
U0379,LK,2022-07-12,True,1213.09,52454.6,1.17,65.02,5.0,USD/CAD,42.12.77.99|125.118.171.189,device_6,"{'browser': 'Chrome', 'os': 'Windows', 'screen_res': '1920x1080', 'timezone': 'UTC+9'}",True,ip_hopper
U0380,BH,2022-01-16,True,3242.16,79166.38,1.91,61.65,1.0,GBP/USD,190.114.222.155|60.80.21.154|112.186.69.182,device_208,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+5:30'}",True,dormant_withdrawal
U0381,NZ,2023-03-07,True,180.65,3948.98,0.63,39.03,0.1,GBP/USD,93.66.9.255,device_596,"{'browser': 'Safari', 'os': 'Linux', 'screen_res': '1280x720', 'timezone': 'UTC+1'}",False,
U0382,MK,2023-08-27,True,889.31,1556.22,0.27,31.63,1.0,EUR/USD,155.40.155.152,device_350,"{'browser': 'Safari', 'os': 'Linux', 'screen_res': '1280x720', 'timezone': 'UTC+9'}",False,
U0383,CA,2023-03-03,True,10755.81,17486.86,0.65,44.47,1.0,GBP/USD,150.14.110.248|94.214.252.153,device_375|device_234,"{'browser': 'Edge', 'os': 'Android', 'screen_res': '1280x720', 'timezone': 'UTC+5:30'}",False,
U0384,JM,2022-11-03,True,1317.28,500.0,1.6,10.84,5.0,USD/CAD,6.17.123.241|89.229.232.152,device_342|device_232|device_272,"{'browser': 'Chrome', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC-6'}",False,
U0385,KR,2022-04-07,True,631.12,3928.51,0.57,30.26,2.0,USD/CAD,7.251.101.253,device_778|device_735|device_60,"{'browser': 'Firefox', 'os': 'Android', 'screen_res': '1280x720', 'timezone': 'UTC+1'}",False,
U0386,IQ,2022-10-07,True,7215.12,5575.43,1.96,27.91,6.0,GBP/USD,129.55.170.189|212.242.201.208,device_644|device_26|device_1075,"{'browser': 'Opera', 'os': 'iOS', 'screen_res': '2560x1440', 'timezone': 'UTC-5'}",False,
U0387,TW,2022-06-19,True,1832.41,948.11,1.44,11.74,1.0,GBP/USD,161.112.207.128|124.142.55.248,device_510|device_987|device_709,"{'browser': 'Edge', 'os': 'MacOS', 'screen_res': '3840x2160', 'timezone': 'UTC+9'}",False,
U0388,RW,2023-10-08,False,985.52,9778.84,1.35,82.79,3.0,USD/JPY,86.62.185.128|119.222.136.22,device_1016|device_339,"{'browser': 'Chrome', 'os': 'Android', 'screen_res': '1366x768', 'timezone': 'UTC+3'}",True,ip_hub
U0389,FI,2022-12-29,True,1019.87,4015.56,1.38,28.36,2.0,EUR/USD,32.54.9.114|57.9.209.121|96.220.163.76,device_1128,"{'browser': 'Edge', 'os': 'Android', 'screen_res': '2560x1440', 'timezone': 'UTC+1'}",False,
U0390,CL,2022-08-19,True,786.98,9212.55,2.22,18.53,1.0,USD/CAD,44.33.196.73,device_916|device_648,"{'browser': 'Chrome', 'os': 'Android', 'screen_res': '1920x1080', 'timezone': 'UTC+1'}",False,
U0391,TO,2022-10-15,True,577.11,2087.48,2.15,7.34,1.0,EUR/USD,76.247.162.229,device_624|device_1042|device_1152,"{'browser': 'Firefox', 'os': 'Android', 'screen_res': '1366x768', 'timezone': 'UTC-5'}",False,
U0392,CM,2023-10-08,True,50.0,22563.64,0.62,52.17,1.0,USD/CAD,97.212.221.126|128.97.159.72,device_969|device_745|device_927,"{'browser': 'Chrome', 'os': 'Windows', 'screen_res': '2560x1440', 'timezone': 'UTC+0'}",False,
U0393,MD,2022-12-18,True,1352.17,7859.54,1.38,2.16,4.0,USD/CHF,98.77.183.134|162.229.28.230|68.102.176.18,device_766|device_218|device_94,"{'browser': 'Firefox', 'os': 'Android', 'screen_res': '2560x1440', 'timezone': 'UTC-6'}",False,
U0394,MT,2023-08-15,True,531.62,5255.9,1.18,13.04,0.1,XAU/USD,152.7.171.13,device_805,"{'browser': 'Firefox', 'os': 'Android', 'screen_res': '2560x1440', 'timezone': 'UTC-5'}",False,
U0395,DJ,2023-08-14,True,2406.84,4981.77,1.35,53.4,0.1,EUR/USD,204.251.174.179|48.195.73.145|27.61.121.38,device_253|device_923|device_937,"{'browser': 'Opera', 'os': 'iOS', 'screen_res': '2560x1440', 'timezone': 'UTC-8'}",False,
U0396,GQ,2023-11-28,True,338.25,13046.51,0.08,23.18,1.0,EUR/USD,61.152.126.52|46.191.206.107|135.148.229.106,device_1199|device_990,"{'browser': 'Opera', 'os': 'MacOS', 'screen_res': '3840x2160', 'timezone': 'UTC+2'}",False,
U0397,NI,2023-07-24,True,519.4,500.0,0.23,21.17,1.0,AUD/USD,69.70.153.229|140.223.159.121|217.19.124.179,device_858|device_509,"{'browser': 'Safari', 'os': 'Android', 'screen_res': '1366x768', 'timezone': 'UTC+5:30'}",False,
U0398,ST,2022-08-26,True,1617.93,53079.21,0.73,58.5,3.0,USD/JPY,10.15.84.93|176.150.113.88,device_1050|device_613|device_1122,"{'browser': 'Safari', 'os': 'iOS', 'screen_res': '2560x1440', 'timezone': 'UTC+3'}",True,collusion_ring
U0399,PG,2023-05-02,True,5283.81,16141.62,0.7,31.15,3.0,USD/CHF,206.2.15.220|175.145.113.163|157.147.199.73,device_272|device_365,"{'browser': 'Opera', 'os': 'iOS', 'screen_res': '1366x768', 'timezone': 'UTC+1'}",False,
U0400,PL,2022-12-07,True,2253.28,6664.06,0.58,39.79,0.1,NZD/USD,86.134.163.238|48.101.183.153|105.109.10.39,device_1094|device_586|device_866,"{'browser': 'Chrome', 'os': 'iOS', 'screen_res': '1920x1080', 'timezone': 'UTC+0'}",False,
U0401,BE,2022-11-07,True,157.42,2893.05,0.85,34.14,5.0,EUR/USD,40.174.45.145,device_330|device_587,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC+5:30'}",False,
U0402,LI,2023-05-08,True,6730.66,13651.79,2.2,9.19,2.0,EUR/USD,17.134.254.60|40.216.57.246,device_210|device_1151,"{'browser': 'Firefox', 'os': 'iOS', 'screen_res': '1280x720', 'timezone': 'UTC+3'}",False,
U0403,CD,2022-06-27,True,2058.29,1646.4,2.91,18.47,1.0,USD/CHF,132.56.233.184|111.45.160.134|176.10.211.202,device_97|device_782|device_794,"{'browser': 'Edge', 'os': 'Linux', 'screen_res': '3840x2160', 'timezone': 'UTC+0'}",False,
U0404,SR,2023-11-19,True,315.47,2392.01,1.26,19.94,2.0,XAU/USD,92.71.213.154|73.40.63.148|109.175.193.185,device_462|device_754,"{'browser': 'Opera', 'os': 'iOS', 'screen_res': '3840x2160', 'timezone': 'UTC+3'}",False,
U0405,ML,2023-05-18,True,627.66,500.0,0.06,56.93,0.1,USD/JPY,148.156.145.170|113.89.238.89|59.217.184.206,device_383,"{'browser': 'Firefox', 'os': 'iOS', 'screen_res': '1920x1080', 'timezone': 'UTC-6'}",False,
U0406,SO,2023-10-22,True,520.95,500.0,2.1,32.57,2.0,USD/CHF,186.218.179.118,device_1197,"{'browser': 'Safari', 'os': 'Windows', 'screen_res': '1366x768', 'timezone': 'UTC-8'}",False,
U0407,WS,2023-06-27,False,1010.49,40221.52,1.87,3.62,3.0,AUD/USD,93.179.129.207|45.211.3.17|199.166.249.115,device_617,"{'browser': 'Edge', 'os': 'iOS', 'screen_res': '3840x2160', 'timezone': 'UTC-5'}",False,
U0408,KR,2023-09-19,True,970.94,3854.53,0.35,1.04,2.0,AUD/USD,20.162.232.11|26.241.55.248|112.233.110.227,device_377,"{'browser': 'Opera', 'os': 'Windows', 'screen_res': '3840x2160', 'timezone': 'UTC+2'}",False,
U0409,PH,2022-10-03,True,726.11,9034.9,1.56,40.77,1.0,NZD/USD,117.139.207.216,device_454|device_437,"{'browser': 'Safari', 'os': 'Linux', 'screen_res': '1366x768', 'timezone': 'UTC+5:30'}",False,
U0410,SC,2023-04-23,True,7100.37,500.0,0.37,64.69,3.0,USD/CAD,8.144.193.43|104.31.212.35|166.78.171.162,device_19|device_235|device_709,"{'browser': 'Edge', 'os': 'MacOS', 'screen_res': '3840x2160', 'timezone': 'UTC+9'}",False,
U0411,MZ,2023-03-28,True,426.05,3247.97,0.58,8.05,4.0,AUD/USD,68.208.180.152|126.85.101.108,device_791,"{'browser': 'Safari', 'os': 'iOS', 'screen_res': '1366x768', 'timezone': 'UTC+0'}",False,
U0412,ZA,2022-06-21,True,464.88,12830.08,2.62,45.18,2.0,AUD/USD,7.204.127.150|36.3.25.19|200.11.171.127,device_913|device_997|device_90,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '1366x768', 'timezone': 'UTC+8'}",False,
U0413,JP,2023-09-09,True,8205.68,5131.82,0.08,14.46,2.0,USD/JPY,103.48.175.132|126.84.161.95|185.37.130.35,device_16|device_135|device_432,"{'browser': 'Firefox', 'os': 'Android', 'screen_res': '1920x1080', 'timezone': 'UTC+3'}",False,
U0414,AE,2022-05-31,True,1400.41,19744.22,2.53,12.55,2.0,NZD/USD,65.167.14.204|14.160.150.215|117.82.129.170,device_315,"{'browser': 'Chrome', 'os': 'Android', 'screen_res': '1366x768', 'timezone': 'UTC+0'}",False,
U0415,IQ,2023-09-04,False,520.77,1164.88,0.59,45.22,3.0,USD/JPY,89.232.153.51|165.253.200.173,device_145|device_1178|device_467,"{'browser': 'Safari', 'os': 'Android', 'screen_res': '1280x720', 'timezone': 'UTC-8'}",False,
U0416,SV,2022-02-25,True,3010.21,2297.64,0.42,38.53,1.0,AUD/USD,24.180.184.34,device_243|device_1096,"{'browser': 'Chrome', 'os': 'iOS', 'screen_res': '1920x1080', 'timezone': 'UTC+9'}",False,
U0417,ZA,2023-10-17,True,257.78,1216.68,2.2,32.18,3.0,GBP/USD,104.45.174.189|219.38.77.238,device_218|device_594|device_618,"{'browser': 'Opera', 'os': 'Windows', 'screen_res': '1366x768', 'timezone': 'UTC-8'}",True,deposit_and_flee
U0418,ER,2022-11-07,True,773.99,726.38,0.91,27.36,1.0,EUR/USD,86.62.185.128|194.105.26.12,device_1093,"{'browser': 'Firefox', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+8'}",True,ip_hub
U0419,AL,2023-02-03,True,812.44,3228.45,1.14,27.39,3.0,USD/JPY,28.202.49.105|43.132.246.27,device_765|device_23|device_1134,"{'browser': 'Opera', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC+0'}",True,ip_hopper
U0420,MM,2023-11-27,True,1360.95,3910.16,0.4,11.33,2.0,NZD/USD,117.194.89.221|202.95.73.4|107.201.44.56,device_175|device_625|device_431,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+8'}",True,device_mismatch
U0421,AR,2023-07-10,True,806.32,38986.47,1.6,49.53,1.0,XAU/USD,18.228.177.182|150.206.9.206|8.91.62.95,device_398|device_235,"{'browser': 'Firefox', 'os': 'iOS', 'screen_res': '1920x1080', 'timezone': 'UTC+8'}",False,
U0422,KI,2022-08-17,True,416.06,12395.94,0.44,22.02,2.0,GBP/USD,18.166.133.82|54.66.237.223,device_138|device_514|device_202,"{'browser': 'Firefox', 'os': 'iOS', 'screen_res': '1280x720', 'timezone': 'UTC-5'}",False,
U0423,UY,2022-12-02,True,1153.55,3938.48,0.42,31.41,1.0,XAU/USD,34.228.150.243,device_143|device_397,"{'browser': 'Safari', 'os': 'Android', 'screen_res': '1280x720', 'timezone': 'UTC-5'}",False,
U0424,TJ,2022-03-11,True,263.15,500.0,0.42,38.3,2.0,USD/JPY,116.113.190.180|181.177.94.239|199.90.128.73,device_747|device_648|device_878,"{'browser': 'Firefox', 'os': 'Windows', 'screen_res': '1366x768', 'timezone': 'UTC+3'}",False,
U0425,ZW,2023-04-20,True,22984.55,4717.38,0.68,22.44,2.0,NZD/USD,159.11.163.13|34.12.185.112,device_276|device_680,"{'browser': 'Edge', 'os': 'Android', 'screen_res': '1280x720', 'timezone': 'UTC-5'}",False,
U0426,AE,2023-01-24,True,3554.09,289498.3,1.01,17.28,3.0,GBP/USD,169.178.160.156,device_168|device_575|device_287,"{'browser': 'Opera', 'os': 'MacOS', 'screen_res': '1366x768', 'timezone': 'UTC+1'}",False,
U0427,KZ,2023-09-16,True,3347.97,1239.91,0.34,32.21,5.0,EUR/USD,50.41.239.44|160.139.126.70|45.6.28.97,device_830|device_436|device_76,"{'browser': 'Opera', 'os': 'Linux', 'screen_res': '3840x2160', 'timezone': 'UTC+8'}",False,
U0428,BD,2022-08-06,True,661.49,10569.03,0.09,21.11,0.1,USD/JPY,217.36.138.62|176.172.211.104,device_458|device_596,"{'browser': 'Firefox', 'os': 'Android', 'screen_res': '3840x2160', 'timezone': 'UTC+8'}",False,
U0429,LY,2023-09-01,True,842.04,6536.15,2.28,92.28,0.1,EUR/USD,193.149.209.237|57.61.20.57|216.3.176.112,device_340,"{'browser': 'Opera', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+2'}",False,
U0430,TN,2023-06-02,True,4018.0,2391.1,4.61,78.66,4.0,USD/JPY,5.244.134.68|26.104.141.94|35.146.144.86,device_991|device_735|device_83,"{'browser': 'Firefox', 'os': 'Android', 'screen_res': '2560x1440', 'timezone': 'UTC+1'}",False,
U0431,GT,2023-03-07,True,1073.4,16059.79,2.74,8.77,3.0,EUR/USD,157.153.114.206|29.194.93.96|195.242.182.42,device_1061,"{'browser': 'Safari', 'os': 'Android', 'screen_res': '1280x720', 'timezone': 'UTC-8'}",True,collusion_ring
U0432,CN,2023-10-16,False,354.6,13038.82,2.45,21.29,2.0,AUD/USD,7.215.199.151,device_1068|device_561|device_540,"{'browser': 'Opera', 'os': 'iOS', 'screen_res': '3840x2160', 'timezone': 'UTC+2'}",False,
U0433,MD,2022-11-12,True,6308.42,9435.5,0.86,32.44,1.0,AUD/USD,174.79.43.99|107.171.108.200|175.149.250.194,device_160|device_1059|device_516,"{'browser': 'Edge', 'os': 'MacOS', 'screen_res': '3840x2160', 'timezone': 'UTC-6'}",False,
U0434,CG,2022-12-06,True,113.13,4935.35,0.46,22.41,3.0,AUD/USD,33.76.102.177|40.39.190.1,device_14|device_1028,"{'browser': 'Firefox', 'os': 'Android', 'screen_res': '2560x1440', 'timezone': 'UTC+3'}",False,
U0435,RO,2023-09-15,True,3152.5,23155.64,1.09,36.11,3.0,USD/CHF,66.120.105.112,device_383,"{'browser': 'Firefox', 'os': 'Linux', 'screen_res': '3840x2160', 'timezone': 'UTC+1'}",False,
U0436,VU,2022-01-25,True,438.47,4771.64,0.65,13.8,4.0,AUD/USD,64.35.32.7|58.241.251.230|54.132.26.90,device_987,"{'browser': 'Edge', 'os': 'Android', 'screen_res': '2560x1440', 'timezone': 'UTC+9'}",True,structuring
U0437,GY,2023-06-20,True,2307.88,21988.7,0.39,27.4,1.0,NZD/USD,29.179.68.133,device_89,"{'browser': 'Firefox', 'os': 'iOS', 'screen_res': '3840x2160', 'timezone': 'UTC+2'}",False,
U0438,TD,2023-07-18,True,1010.93,5553.81,0.87,35.99,0.1,EUR/USD,214.118.100.66|32.199.110.190|15.157.208.29,device_115,"{'browser': 'Firefox', 'os': 'Linux', 'screen_res': '2560x1440', 'timezone': 'UTC+8'}",False,
